site,x,y,date,year,month,rainfall,sun_hours,tasmin,tasmax
Raindrop_Wytham,446500,208500,16/10/2021,2021,10,97.99548608,103.095866,9.272148111,15.50486047
Raindrop_Wytham,446500,208500,16/11/2021,2021,11,17.76503877,72.75474744,3.980384499,10.3359599
Raindrop_Wytham,446500,208500,16/12/2021,2021,12,77.95805055,33.66734288,4.583036115,9.152169717
Raindrop_Wytham,446500,208500,16/01/2022,2022,1,20.49299152,85.56960712,1.068809109,7.902332479
Raindrop_Wytham,446500,208500,16/02/2022,2022,2,66.31398111,97.94930756,3.616005372,10.41046947
Raindrop_Wytham,446500,208500,16/03/2022,2022,3,45.70712835,152.947648,3.657442338,12.05430509
Raindrop_Wytham,446500,208500,16/04/2022,2022,4,15.32965069,181.7895813,4.318079732,14.47255544
Raindrop_Wytham,446500,208500,16/05/2022,2022,5,45.91807978,200.1515561,9.04504102,18.16292609
Raindrop_Wytham,446500,208500,16/06/2022,2022,6,47.5056707,254.6281011,10.35135439,20.88204654
Raindrop_Wytham,446500,208500,16/07/2022,2022,7,6.695952671,227.0267394,13.25562463,25.00838453
Raindrop_Wytham,446500,208500,16/08/2022,2022,8,8.015040563,245.4604435,13.69170116,25.37867419
Raindrop_Wytham,446500,208500,16/09/2022,2022,9,66.23218208,127.5942359,10.63876518,19.16796995
Raindrop_Wytham,446500,208500,16/10/2022,2022,10,106.3620784,157.5254376,9.393277689,17.11088033
Raindrop_Wytham,446500,208500,16/11/2022,2022,11,120.897304,84.47092951,6.919911687,12.06373021
Raindrop_Wytham,446500,208500,16/12/2022,2022,12,70.91707765,61.63141408,0.417676439,6.65629213
Raindrop_Wytham,446500,208500,16/01/2023,2023,1,62.80707968,90.90830263,1.91829861,8.058038263
Raindrop_Wytham,446500,208500,16/02/2023,2023,2,8.385689017,90.10856128,2.441053068,9.83498305
Raindrop_Wytham,446500,208500,16/03/2023,2023,3,142.3415116,71.49679977,4.300289954,10.26009362
Raindrop_Wytham,446500,208500,16/04/2023,2023,4,65.81791127,156.4320274,4.569438495,13.01756389
Raindrop_Wytham,446500,208500,16/05/2023,2023,5,49.5931082,228.3859645,7.919258876,17.54694209
Raindrop_Wytham,446500,208500,16/06/2023,2023,6,48.79692852,241.5530453,11.83476801,23.15944565
Raindrop_Wytham,446500,208500,16/07/2023,2023,7,114.1501501,182.2115013,12.51772973,20.65099402
Raindrop_Wytham,446500,208500,16/08/2023,2023,8,65.11487624,193.5955795,12.49988315,21.17401351
Raindrop_Wytham,446500,208500,16/09/2023,2023,9,67.22542147,153.1745244,12.88954783,21.98406373
Raindrop_Wytham,446500,208500,16/10/2023,2023,10,144.2255149,106.4252856,9.20690386,16.41259938
Raindrop_Wytham,446500,208500,16/11/2023,2023,11,85.03888874,82.3720251,4.509860492,10.57356794
Raindrop_Wytham,446500,208500,16/12/2023,2023,12,130.4366192,23.33390712,5.057586474,9.748786556
Raindrop_Wytham,446500,208500,16/01/2024,2024,1,80.07128906,70.27148438,1.99609375,7.53515625
Raindrop_Wytham,446500,208500,16/02/2024,2024,2,149.6308594,57.85058594,5.200195313,10.94726563
Raindrop_Wytham,446500,208500,16/03/2024,2024,3,96.74707031,106.4013672,5.037109375,11.76269531
Raindrop_Wytham,446500,208500,16/04/2024,2024,4,71.51367188,136.8310547,6.120117188,13.59179688
Raindrop_Wytham,446500,208500,16/05/2024,2024,5,86.80761719,202.5048828,9.655273438,18.30273438
Raindrop_Wytham,446500,208500,16/06/2024,2024,6,16.45410156,240.53125,9.584960938,19.93652344
Raindrop_Wytham,446500,208500,16/07/2024,2024,7,84.68554688,202.2880859,12.17871094,21.66308594
Raindrop_Wytham,446500,208500,16/08/2024,2024,8,45.25976563,211.5351563,12.91699219,22.34179688
Raindrop_Wytham,446500,208500,16/09/2024,2024,9,198.2246094,97.53222656,10.67089844,18.23535156
Raindrop_Wytham,446500,208500,16/10/2024,2024,10,85.84082031,98.3671875,8.357421875,14.92578125
Raindrop_Wytham,446500,208500,16/11/2024,2024,11,77.484375,54.45117188,4.846679688,10.03515625
Raindrop_Wytham,446500,208500,16/12/2024,2024,12,52.10546875,19.91601563,4.788085938,8.865234375
